Name,Formal Name,Categories,Features,Layouts,Max Capacity
GESB134,"GESB134, Green Earth Sciences","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled","Access, Outside,ÊBoards, Multiple,ÊPlayer, Audio CD,ÊPlayer, DVD Multi-Region,ÊSeminar Room,ÊSmartpanel, Docking Station,ÊVCR, VHS (Multi Region),ÊVCR, VHS (SVHS Capable),ÊWhiteboard, Fixed",Seminar [SEM],24
GESB150,"GESB150, Green Earth Sciences","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled","Access, Wheelchair,ÊBlackboard, Multiple Mov Panel,ÊBlinds, Blackout,ÊBoards, Multiple,ÊSUNET Capability,Seminar Room,ÊWindow",Seminar [SEM],40
GILBERT117,"GILBERT117, Gilbert Biological Sciences","EMCS,ÊRegistrar Room,Registrar/Dept Shared,ÊTime-Sharing Agreement","Blinds, Blackout,ÊSeminar Room,ÊSeminar, Conf or Flex Tables,ÊSmartpanel, Docking Station,ÊWhiteboard, Fixed,ÊWindow",Seminar [SEM],20
HERRINT175,"HERRINT175, Herrin Hall Biology","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled,ÊStanford Conference Scheduled","Access, Wheelchair,ÊBlackboard, Multiple Mov Panel,ÊBoards, Multiple,ÊLecture Room,ÊPlayer, DVD Multi-Region,ÊProjection, 35MM Slide,ÊProjection, Data/Video,ÊSUNET Capability,ÊSeat, Fix Tablet Arm, Tiered,Smartpanel, Docking Station,ÊVCR, VHS (Multi Region),ÊVCR, VHS (SVHS Capable),ÊWhiteboard, Fixed",Lecture [LEC],116
HERRINT185,"HERRINT185, Herrin Hall Biology","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled,ÊStanford Conference Scheduled","Access, Outside,ÊAccess, Wheelchair,ÊBlackboard, Multiple Mov Panel,ÊBoards, Multiple,ÊLecture Room,Seat, Fix Tablet Arm, Tiered",Lecture [LEC],44
HERRINT195,"HERRINT195, Herrin Hall Biology","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled,ÊStanford Conference Scheduled","Access, Outside,ÊAccess, Wheelchair,ÊBlackboard, Multiple Mov Panel,ÊBoards, Multiple,ÊLecture Room,Seat, Fix Tablet Arm, Tiered",Lecture [LEC],46
HEWLETT101,"HEWLETT101, William R. Hewlett Teaching Center","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled,ÊStanford Conference Scheduled","Access, Wheelchair,ÊBoards, Multiple,ÊLecture Room,ÊPlayer, DVD Multi-Region,ÊProjection, Data/Video,SUNET Capability,ÊSeat, Fix Tablet Arm, Tiered,ÊSmartpanel, Docking Station,ÊVCR, VHS (Multi Region),VCR, VHS (SVHS Capable),ÊWhiteboard, Fixed",Lecture [LEC],45
HEWLETT102,"HEWLETT102, William R. Hewlett Teaching Center","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled,ÊStanford Conference Scheduled","Access, Wheelchair,ÊBoards, Multiple,ÊLecture Room,ÊProjection, Data/Video,ÊSUNET Capability,ÊSeat, Fix Tablet Arm, Tiered,ÊSmartpanel, Docking Station,ÊVCR, VHS (SVHS Capable),ÊWhiteboard, Fixed",Lecture [LEC],65
HEWLETT103,"HEWLETT103, William R. Hewlett Teaching Center","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled,ÊStanford Conference Scheduled","Access, Wheelchair,ÊBoards, Multiple,ÊLecture Room,ÊPlayer, DVD Multi-Region,ÊProjection, Data/Video,SUNET Capability,ÊSeat, Fix Tablet Arm, Tiered,ÊSmartpanel, Docking Station,ÊVCR, VHS (Multi Region),VCR, VHS (SVHS Capable),ÊWhiteboard, Fixed",Lecture [LEC],49
HEWLETT200,"HEWLETT200, William R. Hewlett Teaching Center 200","Auditoria,ÊEMCS,ÊRegistrar Room,Registrar Scheduled,ÊStanford Conference Scheduled,ÊStanford Events Scheduled","Boards, Multiple,ÊLecture Room,ÊMicrophone, Wireless,ÊProjection, Data/Video,ÊProjection, Dual 35MM Slide,ÊScience Demo Facilities,ÊScience Demo Prep Room,ÊSeat, Fix Tablet Arm, Tiered,ÊSmartpanel, Docking Station,ÊVCR, VHS (SVHS Capable),ÊWhiteboard, Mult Movable Panel",Auditorium [A],502
HEWLETT201,"HEWLETT201, William R. Hewlett Teaching Center 201","Auditoria,ÊEMCS,ÊRegistrar Room,Registrar Scheduled,ÊStanford Conference Scheduled,ÊStanford Events Scheduled","Boards, Multiple,ÊLecture Room,ÊMicrophone, Wireless,ÊProjection, Data/Video,ÊProjection, Dual 35MM Slide,ÊScience Demo Facilities,ÊScience Demo Prep Room,ÊSeat, Fix Tablet Arm, Tiered,ÊSmartpanel, Docking Station,ÊVCR, VHS (SVHS Capable),ÊWhiteboard, Mult Movable Panel",Auditorium [A],188
L103,Littlefield 103,"EMCS,ÊRegistrar Room,ÊRegistrar Scheduled","Access, Wheelchair,ÊBlackboard, Multiple Mov Panel,ÊCase Study Room,ÊSmartpanel, Docking Station,Whiteboard, Mult Movable Panel",Case Style [CS],32
L104,Littlefield 104,"EMCS,ÊRegistrar Room,ÊRegistrar Scheduled","Access, Wheelchair,ÊSeminar Room,ÊSmartpanel, Docking Station,ÊWhiteboard, Mult Movable Panel",Seminar [SEM],24
L107,Littlefield 107,"EMCS,ÊRegistrar Room,Registrar Scheduled","Access, Wheelchair,ÊBlackboard, Multiple Mov Panel,ÊCase Study Room,ÊSmartpanel, Docking Station",Case Style [CS],40
LATHROP282,Lathrop 282,"EMCS,ÊRegistrar Room,Registrar Scheduled","Access, Wheelchair,ÊFlex Room,ÊProjection, Dual Data/Video,ÊSeat, Table/Chair, Flexible,ÊSmartpanel, Docking Station",Flex [FLEX],125
LATHROP290,Lathrop 290,"EMCS,ÊRegistrar Room,Registrar Scheduled","Access, Wheelchair,ÊProjection, Dual Data/Video,ÊSeminar Room,ÊSmartpanel, Docking Station",Seminar [SEM],20
LATHROP292,Lathrop 292,"EMCS,ÊRegistrar Room,Registrar Scheduled","Access, Wheelchair,ÊProjection, Dual Data/Video,ÊSeminar Room,ÊSmartpanel, Docking Station",Seminar [SEM],20
LATHROP294,Lathrop 294,"EMCS,ÊRegistrar Room,Registrar Scheduled","Access, Wheelchair,ÊProjection, Dual Data/Video,ÊSeminar Room,ÊSmartpanel, Docking Station,ÊWindow",Seminar [SEM],20
LATHROP296,Lathrop 296,"EMCS,ÊRegistrar Room,Registrar Scheduled","Access, Wheelchair,ÊProjection, Dual Data/Video,ÊSeminar Room,ÊSmartpanel, Docking Station",Seminar [SEM],20
LATHROP298,Lathrop 298,"EMCS,ÊRegistrar Room,Registrar Scheduled","Access, Wheelchair,ÊProjection, Dual Data/Video,ÊSeminar Room,ÊSmartpanel, Docking Station",Seminar [SEM],20
LATHROP299,Lathrop 299,"EMCS,ÊRegistrar Room,Registrar Scheduled","Access, Wheelchair,ÊFlex Room,ÊProjection, Dual Data/Video,ÊSeat, Table/Chair, Flexible,ÊSmartpanel, Docking Station",Flex [FLEX],48
MCCULL115,"MCCULL115, Mccullough Building","EMCS,ÊRegistrar Room,Registrar Scheduled","Access, Wheelchair,ÊBlackboard, Multiple Mov Panel,ÊLecture Room,ÊProjection, Overhead,ÊSeat, Theatre Style,ÊSmartpanel, Docking Station",Lecture [LEC],104
MCCULL122,"MCCULL122, Mccullough Building","EMCS,ÊRegistrar Room,Registrar Scheduled","Access, Wheelchair,ÊBlinds, Blackout,ÊBoards, Multiple,ÊLecture Room,ÊSeat, Fix Tablet Arm, Tiered,ÊSmartpanel, Docking Station,ÊVCR, VHS (SVHS Capable),ÊWhiteboard, Fixed,ÊWhiteboard, Mult Movable Panel,ÊWindow",Lecture [LEC],40
MCCULL126,"MCCULL126, Mccullough Building","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled","Access, Wheelchair,ÊBlinds, Blackout,ÊBoards, Multiple,ÊLecture Room,ÊPlayer, DVD Multi-Region,ÊSeat, Fix Tablet Arm, Tiered,ÊSmartpanel, Docking Station,ÊVCR, VHS (Multi Region),VCR, VHS (SVHS Capable),ÊWhiteboard, Fixed,ÊWhiteboard, Mult Movable Panel,ÊWindow",Lecture [LEC],30
MEMAUD,Memorial Auditorium,"Auditoria,ÊDepartmentally Scheduled,ÊEMCS,Registrar Room,ÊRegistrar Scheduled,Stanford Conference Scheduled,ÊStanford Events Scheduled",,Auditorium [A],1714
MITCHB67,"MITCHB67, Mitchell Earth Sciences","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled","Access, Wheelchair,ÊBlackboard, Fixed,ÊLecture Room,ÊSeat, Fix Tablet Arm, Tiered,Smartpanel, Docking Station",Lecture [LEC],60
ORGCHEM103,"ORGCHEM103, Organic Chemistry Building","Registrar Room,ÊRegistrar Scheduled","Access, Outside,ÊAccess, Wheelchair,ÊBlackboard, Multiple Mov Panel,ÊBlinds, Blackout,Boards, Multiple,ÊSeminar Room,ÊSeminar, Conf or Flex Tables",Seminar [SEM],18
ORGCHEM110,"ORGCHEM110, Organic Chemistry Building","Registrar Room,ÊRegistrar Scheduled","Access, Outside,ÊAccess, Wheelchair,ÊBlackboard, Multiple Mov Panel,ÊBlinds, Blackout,Boards, Multiple,ÊSeminar Room,ÊSeminar, Conf or Flex Tables,ÊWindow",Seminar [SEM],18
OSHMAN,"McMurtry Art & Art History Building, Oshman Presentation Space, Room 102","Art and Art History,ÊEMCS,ÊRegistrar Room,Registrar/Dept Shared","Lecture Room,ÊSmartpanel, Docking Station,ÊWindow",Lecture [LEC],125
SEQUOIA200,"SEQUOIA200, Sequoia Hall","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled","Access, Wheelchair,ÊBlackboard, Fixed,ÊBlinds, Blackout,ÊLecture Room,ÊSUNET Capability,Seat, Fix Tablet Arm, Tiered,ÊWindow","Lecture [LEC],Seminar [SEM]",45
SHRIRAM104,"Shriram Center for Bioengineering & Chemical Engineering, Room 104","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled,Stanford Conference Scheduled","Lecture Room,ÊPlayer, DVD,ÊProjection, Dual Data/Video,ÊSmartpanel, Docking Station,Whiteboard, Fixed",Lecture [LEC],125
THORNT110,"THORNT110, Thornton Center","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled,Stanford Conference Scheduled","Access, Outside,ÊAccess, Wheelchair,ÊBlackboard, Multiple Mov Panel,ÊCase Study Room,Player, DVD Multi-Region,ÊProjection, Data/Video,ÊSUNET Capability,ÊSmartpanel, Docking Station,ÊStrip Tables,ÊVCR, VHS (Multi Region),ÊVCR, VHS (SVHS Capable),ÊWhiteboard, Mult Movable Panel","Case Style [CS],Lecture [LEC]",56
THORNT207,"THORNT207, Thornton Center","EMCS,ÊRegistrar Room,ÊRegistrar Scheduled,Stanford Conference Scheduled","Access, Outside,ÊAccess, Wheelchair,ÊSUNET Capability,ÊSeminar Room,ÊSmartpanel, Docking Station,ÊWhiteboard, Fixed,ÊWindow",Seminar [SEM],16
THORNT208,"THORNT208, Thornton Center","EMCS,ÊRegistrar Room,Registrar Scheduled,Stanford Conference Scheduled","Access, Outside,ÊAccess, Wheelchair,ÊSUNET Capability,ÊSeminar Room,ÊSmartpanel, Docking Station,ÊWhiteboard, Fixed",Seminar [SEM],12
THORNT209,"THORNT209, Thornton Center","EMCS,ÊRegistrar Room,Registrar Scheduled,Stanford Conference Scheduled","Access, Outside,ÊAccess, Wheelchair,ÊSUNET Capability,ÊSeminar Room,ÊSmartpanel, Docking Station,ÊWhiteboard, Fixed,ÊWindow",Seminar [SEM],16
THORNT210,"THORNT210, Thornton Center","EMCS,ÊRegistrar Room,Registrar Scheduled,Stanford Conference Scheduled","Access, Outside,ÊAccess, Wheelchair,ÊSUNET Capability,ÊSeminar Room,ÊSmartpanel, Docking Station,ÊWhiteboard, Fixed,ÊWindow",Seminar [SEM],22
THORNT211,"THORNT211, Thornton Center","EMCS,ÊRegistrar Room,Registrar Scheduled,Stanford Conference Scheduled","Access, Outside,ÊAccess, Wheelchair,ÊSUNET Capability,ÊSeminar Room,ÊSmartpanel, Docking Station,ÊWhiteboard, Fixed,ÊWindow",Seminar [SEM],22
TURINGAUD,Polya Hall Room 111,"Auditoria,ÊITS Technology Training,ÊRegistrar Room,Registrar/Dept Shared","Audio Visual System,ÊComputer, Mac,ÊComputer, Mac/PC (dual),ÊComputer, PC,ÊControl Panel,ÊDocking Station, Laptop,ÊInternet, Wireless,ÊLecture Room,ÊMicrophone, Wireless,ÊPlayer, DVD,ÊProjection, Data/Video,ÊProjection, Dual Screens,ÊSmartpanel, Docking Station,ÊWhiteboard, Mult Movable Panel",Auditorium [A],88
Y2E2 111,Yang &Yamazaki Environment & Energy,"EMCS,ÊRegistrar Room,Registrar Scheduled,Stanford Conference Scheduled","Access, Outside,ÊAccess, Wheelchair,ÊCase Study Room,ÊSmartpanel, Docking Station,ÊStrip Tables,ÊWhiteboard, Fixed,ÊWindow","Case Style [CS],Lecture [LEC]",65
